Report Received Date,Manufacturer,Subject,Component,Recall Type,Potentially Affected,Park Outside Advisory ,Do Not Drive Advisory
08/07/2020,American Hauler,Potential Axle Spindle Weld Failure,SUSPENSION,Vehicle,64.0,No,No
09/18/2018,"Forest River, Inc.",Wheelchair Lift may Raise too High,EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,1525.0,No,No
03/10/2023,"Kibbi, LLC",Entry Door Latch Failure,LATCHES/LOCKS/LINKAGES,Vehicle,63.0,No,No
11/14/2017,Isuzu Motors Limited,Fire Extinguisher May Be Clogged or Inoperable,EQUIPMENT,Vehicle,69138.0,No,No
05/18/2023,REV Recreation Group,Tow Hitch May Separate,TRAILER HITCHES,Vehicle,1186.0,No,No
10/06/2021,"Nexus RVs, LLC",Stove Saddle Valves May Leak Gas,EQUIPMENT,Vehicle,2000.0,No,No
03/29/2021,Winnebago Towable,Incorrect Tire Size Information On Label/FMVSS 110,EQUIPMENT,Vehicle,60.0,No,No
03/12/2021,"LGS Industries, Inc.",Asphyxiation Danger Warning Label Missing,EQUIPMENT,Vehicle,60.0,No,No
12/26/2017,Newmar Corporation,Hydraulic Brake Fluid Leak,"SERVICE BRAKES, HYDRAULIC",Vehicle,30.0,No,No
05/29/2018,Shyft Group,Loss of Air to the Air Brake System/FMVSS 121,"SERVICE BRAKES, AIR",Vehicle,309.0,No,No
02/24/2023,Thor Motor Coach,Overhead Cabinets May Detach,EQUIPMENT,Vehicle,1836.0,No,No
06/04/2023,Volvo Trucks North America,Side Air Bag Will Not Deploy,AIR BAGS,Vehicle,29.0,No,No
09/15/2021,Volvo Bus Corporation,Incorrect Light Output from Headlights/FMVSS 108,EXTERIOR LIGHTING,Vehicle,860.0,No,No
06/02/2015,"Mitsubishi Motors North America, Inc.",Sun Visor May Detach During Air Bag Deployment,AIR BAGS,Vehicle,443442.0,No,No
05/04/2023,"Jayco, Inc.",Generator Set Fuel Hose May Cause Gas Leak,EQUIPMENT,Vehicle,1124.0,No,No
07/25/2018,"Forest River, Inc.",Seat Belt Assembly Mounting Washers May Crack,SEAT BELTS,Vehicle,707.0,No,No
03/08/2023,"Terex Advance Mixer, Inc.",Steering Shaft May Separate from Steering Column,STEERING,Vehicle,271.0,No,No
06/18/2014,Motor Coach Industries,Driveshaft may Detach from Motor Coach,POWER TRAIN,Vehicle,325.0,No,No
11/09/2018,Eldorado National-Kansas,Seat Back may not Stay Upright,SEATS,Vehicle,27.0,No,No
10/05/2016,"Daimler Trucks North America, LLC",Brake Transmission Shift Interlock Inoperable,POWER TRAIN,Vehicle,162.0,No,No
06/30/2022,"General Motors, LLC",Inoperative High-Mounted Brake Light/FMVSS 108,EXTERIOR LIGHTING,Vehicle,242.0,No,No
04/28/2022,"Corp. Micro Bird, Inc.",Electrical Harness May Short Circuit,ELECTRICAL SYSTEM,Vehicle,156.0,No,No
07/26/2021,Marion Body Works Inc.,Solenoid Corrosion May Hinder Fire Fighting,ELECTRICAL SYSTEM,Vehicle,52.0,No,No
12/07/2018,"Altec Industries, Inc.",Brake Lights May Randomly Illuminate/FMVSS 108,EXTERIOR LIGHTING,Vehicle,156.0,No,No
01/23/2020,"Mitsubishi Motors North America, Inc.",Air Bag Inflators May Rupture or Underinflate Bag,AIR BAGS,Vehicle,18123.0,No,No
03/03/2016,"Strick Trailers, LLC",Rear Impact Guards/FMVSS 223,STRUCTURE,Vehicle,233.0,No,No
06/01/2016,"Forest River, Inc.",Wheel Chair Lift Platform Cracking/Big Pivot Holes,EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,406.0,No,No
04/17/2019,Livin' Lite Recreational Vehicles,Exit Window May be Blocked,STRUCTURE,Vehicle,659.0,No,No
09/21/2018,Shyft Group,Brake Light may Randomly Illuminate,EXTERIOR LIGHTING,Vehicle,95.0,No,No
03/08/2023,Eveland's Inc.,Damaged Cooktop Control Valves May Leak Gas,EQUIPMENT,Vehicle,25.0,No,No
03/14/2019,"Forest River, Inc.",Back Up Camera May Display Image in Reverse,VISIBILITY,Vehicle,3051.0,No,No
08/04/2022,Blue Bird Body Company,Corrosion May Cause Fuel Line Leak,"FUEL SYSTEM, OTHER",Vehicle,4900.0,No,No
07/01/2014,Morgan 3 Wheeler Limited,Missing Brake Failure Warning Lamp/FMVSS 122a,"SERVICE BRAKES, HYDRAULIC",Vehicle,235.0,No,No
08/19/2014,Blue Bird Body Company,Wheelchair Lift - Platform Cracking,EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,90.0,No,No
07/08/2022,Roadtrek Inc.,Propane Leak Can Cause a Fire,EQUIPMENT,Vehicle,785.0,No,No
10/10/2018,"Daimler Trucks North America, LLC",Engine Ground Stud may be Loose,ELECTRICAL SYSTEM,Vehicle,1545.0,No,No
01/20/2020,"Forest River, Inc.",Roof May Detach from Vehicle,STRUCTURE,Vehicle,4105.0,No,No
12/30/2015,"Corp. Micro Bird, Inc.",STOP Arm Decals may Peel Off/FMVSS 131,OTHER,Vehicle,66.0,No,No
02/10/2023,Thor Motor Coach,Awning May Extend Unintentionally,EQUIPMENT,Vehicle,1557.0,No,No
11/17/2017,REV Recreation Group,Fire Extinguisher May Be Clogged or Inoperable,EQUIPMENT,Vehicle,7399.0,No,No
04/08/2022,"Big Tex Trailer Manufacturing, Inc.",Coupler Improperly Welded,EQUIPMENT,Vehicle,690.0,No,No
11/04/2020,"Volvo Car USA, LLC",Air Bag Inflator Fragments May Strike Driver,AIR BAGS,Vehicle,54124.0,No,No
05/12/2023,"Forest River, Inc.",Incorrectly Wired Trailer Brake Controller,ELECTRICAL SYSTEM,Vehicle,63.0,No,No
10/04/2017,"Transportation Collaborative, Inc.",Seat Belt Mounting Studs have Inadequate Padding,SEATS,Vehicle,21.0,No,No
11/13/2017,"Altec Industries, Inc.",Boom Tip may Crack and Fail,EQUIPMENT,Vehicle,375.0,No,No
06/27/2023,Lion Electric Company,Damaged Cables May Cause High Voltage Shutdown,ENGINE AND ENGINE COOLING,Vehicle,141.0,No,No
09/13/2018,"Forest River, Inc.",Incorrect Axle Shackle may Result in Tire Damage,SUSPENSION,Vehicle,20.0,No,No
12/16/2014,"Terex Advance Mixer, Inc.",Front Axle Spring Pin Not Secured Properly,SUSPENSION,Vehicle,553.0,No,No
09/19/2022,"Kia America, Inc.",Tow Hitch Harness Fire While Parked or Driving,TRAILER HITCHES,Vehicle,70887.0,Yes,No
06/23/2021,"Volkswagen Group of America, Inc.",Air Bag Inflators May Underinflate Bag,AIR BAGS,Vehicle,62812.0,No,No
02/26/2021,Oshkosh Corporation,Rear Axle Output Shaft May Fracture,POWER TRAIN,Vehicle,19.0,No,No
09/23/2021,Motor Coach Industries,Wheelchair Lift Outer Barrier May Fail/FMVSS 403,EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,510.0,No,No
01/27/2014,Starcraft Bus,Alternator Wiring Harness may be Pinched,ELECTRICAL SYSTEM,Vehicle,1954.0,No,No
06/22/2023,"Altec Industries, Inc.",Boom Tip Outlet May Be Missing GFCI Protection,ELECTRICAL SYSTEM,Vehicle,18.0,No,No
11/18/2013,PACCAR Incorporated,Brake Application and Release Timing/FMVSS 121,SERVICE BRAKES,Vehicle,18.0,No,No
07/02/2021,Marion Body Works Inc.,High Pressure Fuel Rail Assembly May Leak Fuel,"FUEL SYSTEM, DIESEL",Vehicle,52.0,No,No
07/01/2021,Mazda North American Operations,Air Bag Cover Emblem May Shatter,AIR BAGS,Vehicle,260915.0,No,No
11/22/2017,Cruiser RV,Fire Extinguisher May Be Clogged or Inoperable,EQUIPMENT,Vehicle,36037.0,No,No
06/30/2023,E-One Incorporated,Transmission Cooler Insufficiently Welded,POWER TRAIN,Vehicle,17.0,No,No
02/06/2023,Nova Bus (US) Inc.,Power Steering Hose May Detach,STEERING,Vehicle,17.0,No,No
01/26/2016,"ShowHauler Trucks, Inc.",Electric Entry Steps may Be Unstable,EQUIPMENT,Vehicle,190.0,No,No
03/18/2019,"Quality Van Sales, Inc.",Seat Back may not Stay Upright/FMVSS 207,SEATS,Vehicle,471.0,No,No
03/20/2015,Jerr-Dan Corporation,Underlift Boom may Drift Down,EQUIPMENT,Vehicle,50.0,No,No
02/28/2023,Hyundai Motor America,Parking Sensor May Short Circuit and Cause Fire,ELECTRICAL SYSTEM,Vehicle,25715.0,No,No
02/16/2023,"Nissan North America, Inc.",Ignition Key May Collapse and Shut Off Vehicle,ELECTRICAL SYSTEM,Vehicle,712458.0,No,No
07/23/2014,"Forest River, Inc.",Microwave May Start On Its Own And Cause A Fire,EQUIPMENT,Vehicle,1041.0,No,No
07/28/2023,"Temp-Air, a division of Sunbelt Rentals",Trailer Tongue May Bend,TRAILER HITCHES,Vehicle,16.0,No,No
12/05/2022,"Old School Trailers, LLC",Awning Fabric May Detach Causing Awning to Drop,EQUIPMENT,Vehicle,16.0,No,No
12/15/2017,Newmar Corporation,Fire Extinguisher May Be Clogged or Inoperable,EQUIPMENT,Vehicle,34699.0,No,No
11/13/2017,Pleasant Valley Teardrop Trailers LLC,Fire Extinguisher May Be Clogged or Inoperable,EQUIPMENT,Vehicle,2590.0,No,No
08/06/2015,"LGS Industries, Inc.",A Frame Coupler Latch may not Lock Into Place,STRUCTURE,Vehicle,3612.0,No,No
10/03/2018,Shyft Group,EMS Cabinets may Detach in a Crash,EQUIPMENT,Vehicle,923.0,No,No
07/20/2018,"Van-Con, Inc.",Knee Impact Area Foam Insufficient/FMVSS 222,SEATS,Vehicle,1376.0,No,No
02/16/2023,Dennis Eagle Inc.,Turn Signals are not Bright Enough/FMVSS 108,EXTERIOR LIGHTING,Vehicle,140.0,No,No
11/22/2017,Entegra Coach,Fire Extinguisher May Be Clogged or Inoperable,EQUIPMENT,Vehicle,46.0,No,No
05/26/2022,Oshkosh Corporation,Alternator Cable Clamps Incorrectly Installed,ELECTRICAL SYSTEM,Vehicle,1316.0,No,No
01/25/2022,"Forest River, Inc.",Programmable Relay Power Center Module Failure,ELECTRICAL SYSTEM,Vehicle,1699.0,No,No
09/17/2018,Heil Environmental,Oil Tank Brackets may Fail,EQUIPMENT,Vehicle,5704.0,No,No
06/07/2022,Off Grid Trailers,Damaged Cooktop Control Valves May Leak Gas,EQUIPMENT,Vehicle,300.0,No,No
03/20/2019,Fouts Bros,Brake Light may Randomly Illuminate/FMVSS 108,EXTERIOR LIGHTING,Vehicle,15.0,No,No
11/26/2019,"BMW of North America, LLC",Air Bag Inflators May Rupture or Underinflate Bag,AIR BAGS,Vehicle,34396.0,No,No
11/22/2017,Kovatch Mobile Equipment Corp.,Water Pressure Relief valve may Open,EQUIPMENT,Vehicle,74.0,No,No
08/19/2019,"Manac, Inc.",Cargo Securing Twistlock May Unlock,LATCHES/LOCKS/LINKAGES,Vehicle,44.0,No,No
08/21/2023,Aluminum Trailer Company (ATC),Loose Wire Connections in Transfer Switch,ELECTRICAL SYSTEM,Vehicle,58.0,No,No
07/11/2022,"Big Tex Trailer Manufacturing, Inc.",Spare Tire Mount Failure,TIRES,Vehicle,1724.0,No,No
07/05/2016,East Manufacturing Corp.,Improperly Machined Trailer Spring Brake Valve,PARKING BRAKE,Vehicle,290.0,No,No
03/03/2023,"Forest River, Inc.",Missing Supports for Fresh Water Tank,EQUIPMENT,Vehicle,272.0,No,No
12/09/2015,Newmar Corporation,Steering Gear Mounting Bracket may Crack,STEERING,Vehicle,1920.0,No,No
07/20/2020,"Altec Industries, Inc.",Uncontrolled Boom Movement,EQUIPMENT,Vehicle,141.0,No,No
10/14/2021,Van Hool N.V.,Wheelchair Lift Outer Barrier May Fail/FMVSS 403,EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,422.0,No,No
10/18/2019,"Forest River, Inc.",Stabilizer Bracket May Break,SUSPENSION,Vehicle,14.0,No,No
06/27/2021,Oshkosh Corporation,Incorrect ABS Fuses Installed,ELECTRICAL SYSTEM,Vehicle,897.0,No,No
08/04/2022,"Ferrara Fire Apparatus, Inc.",Steering Gear Assembled Incorrectly,STEERING,Vehicle,108.0,No,No
05/13/2022,Ford Motor Company,Insufficient Welds in High Voltage Battery,ELECTRICAL SYSTEM,Vehicle,27.0,No,No
01/17/2020,Honda (American Honda Motor Co.),Air Bag Inflators May Rupture or Underinflate Bag,AIR BAGS,Vehicle,1439841.0,No,No
11/21/2017,"KZRV, L.P.",Fire Extinguisher May Be Clogged or Inoperable,EQUIPMENT,Vehicle,134046.0,No,No
01/15/2018,"Foretravel, Inc.",Fire Extinguisher May Be Clogged or Inoperable,EQUIPMENT,Vehicle,462.0,No,No
08/02/2023,Nova Bus (US) Inc.,High Voltage Battery May Short Circuit,ELECTRICAL SYSTEM,Vehicle,13.0,No,No
07/31/2023,Rosenbauer America,Corrosion on Winch Remote Control Circuit Board,ELECTRICAL SYSTEM,Vehicle,13.0,No,No
07/30/2019,"Gulf Stream Coach, Inc.",Incorrect GVWR on Federal Placard,EQUIPMENT,Vehicle,13.0,No,No
06/24/2015,Cruiser RV,Wheel Attaching Studs may Break,SUSPENSION,Vehicle,13.0,No,No
08/03/2012,Glaval Bus,BUS ROOF ESCAPE HATCH/FMVSS 217,STRUCTURE,Vehicle,90.0,No,No
10/05/2022,Blue Bird Body Company,Insufficient Clearance Between Cable and Fuel Line,ENGINE,Vehicle,25.0,No,No
06/26/2023,"Porsche Cars North America, Inc.",Seat Belt Anchor May Detach from Seat,SEAT BELTS,Vehicle,37.0,No,No
06/13/2018,"Volkswagen Group of America, Inc.",Driver's Frontal Air Bag Inflator May Explode,AIR BAGS,Vehicle,2564.0,No,No
08/30/2016,Triple E Recreational Vehicles,Submerged Showerhead may cause Water Contamination,EQUIPMENT,Vehicle,24.0,No,No
10/09/2017,Harbor Freight Tools,Tires may have Insufficient Strength/FMVSS 119,TIRES,Vehicle,95237.0,No,No
11/22/2017,"Forest River, Inc.",Fire Extinguisher May Be Clogged or Inoperable,EQUIPMENT,Vehicle,365885.0,No,No
12/23/2015,Entegra Coach,Electric Entry Steps May Become Unstable,EQUIPMENT,Vehicle,271.0,No,No
11/22/2017,"Bison Coach, LLC",Fire Extinguisher May Be Clogged or Inoperable,EQUIPMENT,Vehicle,200.0,No,No
06/04/2023,"Mack Trucks, Inc.",Power Cables May Not Be Tightened Properly,ELECTRICAL SYSTEM,Vehicle,47.0,No,No
07/30/2015,"Heartland Recreational Vehicles, LLC",Incorrect Tire Size Information/FMVSS 567,EQUIPMENT,Vehicle,1680.0,No,No
05/26/2016,"Terex Advance Mixer, Inc.",Driveshaft may Disconnect,POWER TRAIN,Vehicle,117.0,No,No
04/01/2016,Kompact Kamp,Missing Side Marker Lights/FMVSS 108,EXTERIOR LIGHTING,Vehicle,4219.0,No,No
07/11/2023,Prevost Car (US) Inc.,Right Turn Signal Inoperative/FMVSS 108,EXTERIOR LIGHTING,Vehicle,93.0,No,No
11/26/2019,"BMW of North America, LLC",Air Bag Inflators May Rupture or Underinflate Bag,AIR BAGS,Vehicle,7910.0,No,Yes
06/07/2016,"Daimler Trucks North America, LLC",Exterior Emergency Door Handle may Detach,STRUCTURE,Vehicle,717.0,No,No
03/09/2021,Shyft Group,Flexible Exhaust Tube May Tear,ENGINE AND ENGINE COOLING,Vehicle,34.0,No,No
02/07/2017,Cruiser RV,Furnace Export Port may be on Wrong End,EQUIPMENT,Vehicle,34.0,No,No
01/19/2016,"Forest River, Inc.",Stop Arm Reflective Decal May be Loose/FMVSS 131,OTHER,Vehicle,317.0,No,No
09/23/2022,"Corp. Micro Bird, Inc.",Loose Connection of Power Cable,ELECTRICAL SYSTEM,Vehicle,45.0,No,No
09/02/2020,"Gulf Stream Coach, Inc.",Front Trim Strip May Be Missing from Refrigerator,EQUIPMENT,Vehicle,90.0,No,No
01/11/2016,"Gulf Stream Coach, Inc.",Electric Entry Steps may be Unstable,EQUIPMENT,Vehicle,662.0,No,No
03/10/2021,"Daimler Vans USA, LLC",Incorrect Lock for Electric Sliding Door/FMVSS 226,LATCHES/LOCKS/LINKAGES,Vehicle,56.0,No,No
11/03/2022,Ford Motor Company,Rearview Camera Malfunction/FMVSS 111,BACK OVER PREVENTION,Vehicle,47046.0,No,No
03/11/2019,"Mertz Manufacturing, Inc.",Air Brake Circuit Fitting Incorrect/FMVSS 121,PARKING BRAKE,Vehicle,475.0,No,No
12/12/2022,Prevost Car (US) Inc.,Inoperative Engine Stop Button,ENGINE,Vehicle,22.0,No,No
11/23/2022,"Daimler Trucks North America, LLC",Unexpected Shutdown of Battery Management System,ELECTRICAL SYSTEM,Vehicle,11.0,No,No
04/20/2021,"Manac, Inc.",Steering Arm May Detach,STEERING,Vehicle,11.0,No,No
03/29/2019,Supreme Corporation,Missing Interior Padding/FMVSS 201,STRUCTURE,Vehicle,99.0,No,No
02/14/2018,Daimler Coaches North America,Anti-Pinch Strip May Not Function,STRUCTURE,Vehicle,429.0,No,No
10/04/2016,"Daimler Trucks North America, LLC",Brake Transmission Shift Interlock,POWER TRAIN,Vehicle,11.0,No,No
06/13/2023,Blue Bird Body Company,Air Pressure Gauge Malfunction/FMVSS 121,ELECTRICAL SYSTEM,Vehicle,109.0,No,No
08/23/2016,"Morbark, Inc.",Missing Reflex Reflectors/FMVSS 108,EXTERIOR LIGHTING,Vehicle,2741.0,No,No
04/28/2023,Ford Motor Company,Replacement Air Bag Inflator Incorrectly Installed,AIR BAGS,Vehicle,231942.0,No,No
10/12/2022,"Daimler Trucks North America, LLC",Insufficient Roof Panel Joint Strength/FMVSS 221,STRUCTURE,Vehicle,17613.0,No,No
11/02/2021,Oshkosh Corporation,Broken Shaft Seal May Cause Loss of Power Steering,STEERING,Vehicle,697.0,No,No
12/10/2020,"Forest River, Inc.",Sewer Termination Bracket May Fail,EQUIPMENT,Vehicle,2828.0,No,No
06/15/2018,Mazda North American Operations,Passenger Frontal Air Bag Inflator May Explode,AIR BAGS,Vehicle,308591.0,No,No
04/10/2015,Trans-Air Manufacturing Corp.,Terminal Strip Possibly Reconnected Improperly,ELECTRICAL SYSTEM,Vehicle,835.0,No,No
11/23/2020,"Forest River, Inc.",Stove Saddle Valves may Leak Gas,EQUIPMENT,Vehicle,4203.0,No,No
04/05/2018,Newmar Corporation,Valve Stem may get Damaged and Lose Air,TIRES,Vehicle,72.0,No,No
05/30/2022,Escape Trailer,Cracked LP Gas Quick Disconnect Fitting,EQUIPMENT,Vehicle,123.0,No,No
07/06/2021,"Northwood Manufacturing, Inc.",Stove Saddle Valves may Leak Gas,EQUIPMENT,Vehicle,174.0,No,No
05/29/2020,"Forest River, Inc.",Underrated Safety Chains May Break,EQUIPMENT,Vehicle,122.0,No,No
03/10/2014,Starcraft Bus,Electric Door Actuator May Lead to Fire,EQUIPMENT,Vehicle,281.0,No,No
06/24/2020,Triple E Recreational Vehicles,Loose Wiring Connector May Short and Cause Fire,ELECTRICAL SYSTEM,Vehicle,10.0,No,No
07/10/2017,Zero Motorcycles Inc.,No Warning of Turn Signal Lamp Failure/FMVSS 108,EXTERIOR LIGHTING,Vehicle,10.0,No,No
05/29/2015,"Corp. Micro Bird, Inc.",School Bus Seats may be too Flammable/FMVSS 302,SEATS,Vehicle,10.0,No,No
05/02/2014,"Federal Coach, LLC",Electric Door Actuator May Lead to Fire,ELECTRICAL SYSTEM,Vehicle,30.0,No,No
08/26/2022,Ford Motor Company,Cloudy Camera Lens May Reduce Rear Visibility,BACK OVER PREVENTION,Vehicle,277040.0,No,No
09/14/2018,Cruiser RV,Missing Bearing Races may cause Hub to Overheat,SUSPENSION,Vehicle,129.0,No,No
09/05/2023,PACCAR Incorporated,Fuel Filter Hoses May Disconnect or Leak Fuel,"FUEL SYSTEM, DIESEL",Vehicle,871.0,No,No
02/27/2023,Royal Enfield North America Limited,Loss of Brake Function from Caliper Corrosion,"SERVICE BRAKES, HYDRAULIC",Vehicle,4891.0,No,No
04/07/2023,Alamo Group Inc.,Water Tank Strap May Detach From Vehicle,EQUIPMENT,Vehicle,542.0,No,No
11/13/2014,"Forest River, Inc.",Wheelchair Lift - Platform Cracking,EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,969.0,No,No
11/21/2017,"Jayco, Inc.",Fire Extinguisher May Be Clogged or Inoperable,EQUIPMENT,Vehicle,49563.0,No,No
03/16/2021,Highland Ridge RV,Stove Saddle Valves may Leak Gas,EQUIPMENT,Vehicle,2906.0,No,No
06/04/2021,"KZRV, L.P.",Propane Regulator May Fail and Cause Fire,EQUIPMENT,Vehicle,100.0,No,No
01/29/2014,PACCAR Incorporated,Parking Brake Installed on Incorrect Axle,PARKING BRAKE,Vehicle,86.0,No,No
06/01/2023,"Jaguar Land Rover North America, LLC",Rear Passenger Doors May Not Latch Properly,ELECTRICAL SYSTEM,Vehicle,29861.0,No,No
07/27/2023,"Lucid USA, Inc.",Windshield Wipers May Fail/FMVSS 104,VISIBILITY/WIPER,Vehicle,5523.0,No,No
05/18/2023,Ford Motor Company,Seat Belt Latch Difficult to Access/FMVSS 208,SEAT BELTS,Vehicle,175550.0,No,No
11/26/2019,"BMW of North America, LLC",Air Bag Inflators May Rupture or Underinflate Bag,AIR BAGS,Vehicle,74185.0,No,No
05/22/2015,Open Range R.V. Company,Gas Line for Kitchen Slideout Is Too Short,EQUIPMENT,Vehicle,47.0,No,No
04/04/2023,"Daimler Trucks North America, LLC",Loss of Steering from Missing Tie Rod Fastener,STEERING,Vehicle,306.0,No,No
08/05/2019,Harley-Davidson Motor Company,Replacement Rear Reflectors Missing from Kit,VISIBILITY,Vehicle,12733.0,No,No
05/24/2019,"Forest River, Inc.",Road Debris may Damage LP Gas Line,EQUIPMENT,Vehicle,37.0,No,No
07/02/2015,"Terex Advance Mixer, Inc.",Concrete Mixing Drum may Detach from Vehicle,EQUIPMENT,Vehicle,120.0,No,No
01/13/2016,Turtle Top,Wheel Chair Lift Link Arm Pivot Holes,EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,276.0,No,No
08/25/2022,"General Motors, LLC",Secondary Hood Latch Corrosion,LATCHES/LOCKS/LINKAGES,Vehicle,120688.0,No,No
11/18/2015,"Forest River, Inc.",Wheel Chair Lift Link Arm Pivot Holes,EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,1001.0,No,No
08/04/2023,"Mercedes-Benz USA, LLC",Improperly Secured 12-Volt Ground Connection,ELECTRICAL SYSTEM,Vehicle,73.0,No,No
07/27/2023,Hyundai Motor America,Electric Oil Pump Assembly May Cause Fire,POWER TRAIN,Vehicle,52109.0,Yes,No
08/10/2017,Streetcar ORV LLC,Wheels may Fracture Causing Rapid Air Loss,WHEELS,Vehicle,1765.0,No,No
03/01/2019,"Forest River, Inc.","Seat Back may not Stay Upright/FMVSS 207, 210",SEATS,Vehicle,36.0,No,No
09/08/2018,"REV Ambulance Group Orlando, Inc.",Brake Light may Randomly Illuminate/FMVSS 108,EXTERIOR LIGHTING,Vehicle,459.0,No,No
10/26/2018,Pierce Manufacturing,Brake Light may Randomly Illuminate/FMVSS 108,EXTERIOR LIGHTING,Vehicle,717.0,No,No
06/30/2014,Nova Bus (US) Inc.,Absence of ABS Malfunction Light/FMVSS 121,"SERVICE BRAKES, AIR",Vehicle,796.0,No,No
11/21/2017,Starcraft RV,Fire Extinguisher May Be Clogged or Inoperable,EQUIPMENT,Vehicle,2879.0,No,No
06/15/2018,Mazda North American Operations,Passenger Frontal Air Bag Inflator May Explode,AIR BAGS,Vehicle,4184.0,No,No
01/13/2022,"Seagrave Fire Apparatus, LLC",Crossmember Mounting Plate May Crack,STRUCTURE,Vehicle,409.0,No,No
11/18/2015,"Forest River, Inc.",Wheel Chair Lift Link Arm Pivot Holes,EQUIPMENT ADAPTIVE/MOBILITY,Vehicle,813.0,No,No
10/23/2015,Thor Motor Coach,Transfer Switch may Overheat,ELECTRICAL SYSTEM,Vehicle,503.0,No,No
06/23/2021,Daimler Coaches North America,Engine Compartment Flap May Detach,STRUCTURE,Vehicle,530.0,No,No
04/14/2015,Fontaine Modification,Brake Lights may not Illuminate/FMVSS 121,EXTERIOR LIGHTING,Vehicle,3571.0,No,No
12/08/2017,"KZRV, L.P.",Quad Step Rivet Failure,EQUIPMENT,Vehicle,171.0,No,No
11/22/2017,Thor Motor Coach,Fire Extinguisher May Be Clogged or Inoperable,EQUIPMENT,Vehicle,110400.0,No,No
11/03/2022,"Corp. Micro Bird, Inc.",School Bus Rub Rails Incorrectly Attached,STRUCTURE,Vehicle,777.0,No,No
09/25/2018,"Suzuki Motor USA, LLC",Power Steering Tensioner Pulley Damage,STEERING,Vehicle,304.0,No,No
10/17/2013,"Altec Industries, Inc.",Bracket attaching the axle may break,SUSPENSION,Vehicle,682.0,No,No
08/26/2019,Lance Camper Manufacturing. Corp.,Battery Power Wire May Contact Hot Burner Box,ELECTRICAL SYSTEM,Vehicle,151.0,No,No
09/02/2016,Shyft Group,Driver's Seat May Recline Unexpectedly,SEATS,Vehicle,151.0,No,No
11/19/2021,Aluminum Trailer Company (ATC),Ramp Door Cables May Fail and Retract Forcefully,STRUCTURE,Vehicle,461.0,No,No
06/11/2019,"Unicell Body Company, Inc.",Back Up Camera Display Image may be Reversed,EQUIPMENT,Vehicle,325.0,No,No
01/11/2018,Pierce Manufacturing,Water Pressure Relief valve may Open,EQUIPMENT,Vehicle,123.0,No,No
05/27/2022,Roadtrek Inc.,Damaged Cooktop Control Valves May Leak Gas,EQUIPMENT,Vehicle,99.0,No,No
04/18/2018,"Volkswagen Group of America, Inc.",Driver's Frontal Air Bag Inflator May Explode,AIR BAGS,Vehicle,71335.0,No,No
12/16/2021,Ford Motor Company,Panoramic Roof Panel May Separate from Vehicle,VISIBILITY,Vehicle,311.0,No,No
09/20/2022,Ducati North America,Oil Cooler Hose May Leak Oil,ENGINE AND ENGINE COOLING,Vehicle,1586.0,No,No
03/29/2023,"Kia America, Inc.",High-Voltage Battery Pack May Short-Circuit,ELECTRICAL SYSTEM,Vehicle,2689.0,No,No
04/26/2023,"Daimler Trucks North America, LLC",Vehicle May Understeer/FMVSS 136,ELECTRONIC STABILITY CONTROL,Vehicle,266.0,No,No
08/14/2023,"Forest River, Inc.",30-Amp Shore Power Inlet Failure May Cause Fire,ELECTRICAL SYSTEM,Vehicle,16.0,No,No
08/07/2023,"Forest River, Inc.",Awning May Detach,EQUIPMENT,Vehicle,32.0,No,No
09/12/2022,"Spartan Fire, LLC",Front Wheel Parking Brake Failure,PARKING BRAKE,Vehicle,8.0,No,No
06/17/2021,Marion Body Works Inc.,Broken Shaft Seal May Cause Loss of Power Steering,STEERING,Vehicle,8.0,No,No
08/28/2018,"Mac Trailer Mfg., Inc.",Wheel End may Separate from Axle,WHEELS,Vehicle,424.0,No,No
